label,text
2,"defiro a pretensão, em face dos instrumentos de procuração e de substabelecimento constantes dos autos. "
1,defiro o pedido de liminar requerido. 
0,"julgo extinto o presente processo, nos termos do artigo 269, iii, do c.p.c. "
2,"julgo procedente a impugnação, declarando o crédito do impugnante o valor de r$ 24.476,52, valor líquido. "
3,"defiro a instauração do incidente de desconsideração da personalidade jurídica do instituto medico cardiologico da bahia, na forma dos artigos 855-a da clt e 133 e seguintes do cpc/15. "
2,"homologo a conta de liquidação/encargos no valor de r$ 4.693,19, sem prejuízo de futuras atualizações e acréscimos legais (art. 789-a/clt), observadas as verbas fiscais e previdenciárias descritas no resumo de cálculos de id 209ba00. "
1,"homologo por sentença, para que produza seus jurídicos e legais efeitos, o pedido de fls. julgo extinto o processo sem resolução do mérito, nos termos do artigo 485, inciso viii, do código de processo civil, combinado com o artigo 1º da lei estadual nº 14.272/2010.2 - ficam sustados eventuais leilões e levantadas as penhoras, liberando-se desde logo os depositários, e havendo expedição de carta precatória, oficie-se à comarca deprecada para a devolução, independente de cumprimento, bem como ao tribunal de justiça na hipótese de recurso pendente.3 - havendo arrematações pendentes, valores não levantados ou pedidos não decididos nos autos, certifique-se e abra-se vista à exequente.4 - ciência à fazenda do estado de são paulo.p.r.i.c. "
2,"julgo procedente a pretensão autoral, na forma do art. "
0,"homologo por sentença, para que produza seus jurídicos legais efeitos, o acordo celebrado entre as partes. 10. "
3,"nego a concordata de auto reformadora luiziana ltda, comércio de reformas de autos e veículos em geral, serviços de lanternagem e pintura em geral, serviço de guincho e socorro, firma esta pertencente a randolfo da fonseca pedrosa e aparecida maria rodrigues pedrosa, estabelecida à rodovia rj 116, banquete, resgistrada na jucerja, sob o nº 33.201.238.435 e inscrita do cgc-mf sob o nº 296.431.37/00001-46, nos termos dos artigos 150, inc. "
3,"defiro pleito parcial de fl. 535, detrminando que a secretaria certifique se as partes estão devidamente representadas pelos advogados cadastrados e que, proceda-se o cadastro no scp daquele(s) que ainda não estiver(em) regularmente identificado(s). "
3,"defiro prazo de 05 dias para que a dp promova a juntada o endereço da testemunha juliano, sob pena de perda da prova. "
3,"julgo extinta a presente ação declaratória de nulidade de cláusula contratual c.c repetição do indébito, em fase de execução de sentença, promovida por joão marques do vale filho em face de itaú unibanco s/a, fazendo-o com fundamento no artigo 924,ii, do código de processo civil. "
2,homologo os cálculos de fls. 
1,"defiro o requerimento de adiamento da audiência, formulado pela reclamada. "
0,defiro o pedido de vista dos autos pelo prazo de 10 dias para extração de cópias da carta de adjudicação pela fesp. 
0,defiro o requerimento de habilitação formulado pelos sucessores da autora às fls. 215/263. 
3,"julgo extinto o presente feito, com fulcro no artigo 794, i, do código de processo civil. defiro o desentranhamento de documentos. "
2,"julgo procedente a denúncia e condeno sara saavedra chelkunot, boliviana, solteira, nascida aos 28/10/1967, filha de reinaldo saavedra ponce e de ana chelkunot guardia, nas penas do artigo 12, ""caput"", c/c artigo 18, i, da lei 6.368/76.passo a fazer a individualização das penas:sua culpabilidade pode ser considerada normal para o tipo em questão. "
3,"acolho os cartões de ponto como meio idôneo de prova. julgo improcedente a reclamação, conforme fundamentação supra. "
2,"julgo procedente o pedido de formulado por antonio celso barreto em face de instituto nacional do seguro social, para determinar o cômputo do período de contribuição ao instituto requerido após a aposentadoria concedida ao autor que, ora a renuncia. "
3,"julgo improcedente a pretensão punitiva para absolver o réu ricardo josé de lima, das imputações que lhe foram assacadas na denúncia e aditamento, o que faço com fundamento no artigo 386, inciso vii, do código de processo penal. "
1,declaro aberta. 
1,"julgo extinto o processo sem resolução do mérito, nos termos do art. 485, inciso iii do cpc. "
1,"declaro minha incompentência absoluta para o presente feito, declinando em favor de uma das varas de família desta comarca. "
3,"acolho o pedido autoral, proceda-se à tentativa de constrição de valores por meio do bacenjud. "
3,"defiro o prazo de 5 dias, sob pena de preclusão. "
3,julgo improcedente o pedido de reenquadramento funcional e todas as parcelas acessórias decorrentes. 
1,"julgo extinto o processo, sem exame do mérito, com fulcro no artigo 267, iii, do código de processo civil. "
0,"julgo extinta a execução fiscal, com fundamento no art. 924, inciso iii, do código de processo civil c.c. "
1,"julgo extinto o processo sem resolução do mérito, o que faço com fundamento no artigo 485, inciso i, c.c. "
2,"homologo o cálculo, desde já, para que surta seus jurídicos e legais efeitos. declaro extinta a punibilidade do sentenciado em relação à pena de multa, procedendo-se as anotações e comunicações de praxe, inclusive aos autos de execução de sentença. "
3,"defiro o requerim ento e determino a substituição do pólo passivo, fazendo constar a alteração onde couber, inclusive na capa dos autos. "
3,"acolho os cartões de ponto como meio idôneo de prova. julgo improcedente a reclamação, conforme fundamentação supra. "
1,"acolho integralmente os fundamentos do parecer ministerial de fls. 214/214-v, que adoto como razões de decidir, para revogar o despacho de fl. 189, ficando prejudicados todos os atos referentes 'a sua sucessão. defiro o inventário cumulativo de raymundo eugênio fontes. "
2,"declaro a competência desta justiça do trabalho para conhecer e julgar o pleito referente a obrigação de fazer postulada, consubstanciada no pleito de comprovação de recolhimento da contribuição previdenciária decorrente do contrato de trabalho noticiado nos autos. defiro o pagamento dos títulos abaixo indicado, inclusive nos valores apontados: e.1) aviso prévio de 33 (trinta e três) dias e sua integração para os fins (clt, art. 487, § 4º) 1.260,00 e.2) férias vencidas de 2016/2017, 3/12 avos, acrescidas de um terço 1.352,00 e.3) férias proporcionais de 2017/2018, 3/12 avos, acrescidas de um terço, considerando os reflexos do aviso prévio 338,00 e.4) 13º salário proporcionais de 2017, com a repercussão do aviso prévio 990,00. defiro o pedido abaixo: ""e.6) fgts (todo período de 02/12/2016 a 30/11/2017) mais indenização rescisória de 40% (quarenta por cento) do fgts, bem como, requer o levantamento dos depósitos fundiários existentes na conta vinculada da cef, com a dedução da importância levantada"". defiro este pagamento, no montante de r$ 990,00. defiro o pedido de multa do artigo 477 da clt, fixando-a em r$ 990,00. defiro o pedido de aplicação da multa do 467 da clt fixando-a em r$ 3.650,00. defiro o pedido, obrigação de fazer, de a ré principal comprovar o recolhimento das contribuições previdenciárias decorrente do contrato de trabalho firmando com a parte do autora. julgo procedente, em parte, a presente ação trabalhista condenando a ré, neriservt limpeza e conservacao ltda - epp e master confeccoes, limpeza e carga e descarga eireli - me e o institutos paraibanos de educacao, este de forma subsidiária, a pagar a parte autora, adelia gomes dos santos , os seguintes títulos: e.1) aviso prévio de 33 (trinta e três) dias e sua integração para os fins (clt, art. 487, § 4º)1.260,00 e.2) férias vencidas de 2016/2017, acrescidas de um terço1.352,00 e.3) férias proporcionais de 2017/2018, 2/12, acrescidas de um terço, considerando os reflexos do aviso prévio338,00e.4) 13º salário proporcionais de 2017, com a repercussão do aviso prévio 990,00 diferença de fgts e sua multa de 40%, no montante de r$ 683,53 saldo salário de novembro de 2017, no valor de 990,00 multa do artigo 477 da clt, fixando-a em r$ 990,00 e multa do 467 da clt fixando-a em r$ 3.650,00. "
1,".julgo extinto o processo, sem julgamento do mérito, nos termos do artigo 267, inciso iii e parágrafo 1º do cpc.... "
2,"julgo parcialmente procedente a ação para condenar a requerida ao pagamento, à parte autora, do valor de r$ 783,70, acrescidos de juros de mora de 1% ao mês, a partir da citação, bem como de correção monetária, segundo a tabela prática do tj/sp, a partir do desembolso (considerado, aqui, como sendo a data de vencimento da primeira parcela). extingo o feito, com resolução de mérito, com espeque no artigo 269, inciso i, do código de processo civil. "
3,defiro o pleito. 
2,"defiro o pedido de concessão do benefício da justiça gratuita à autora. acolho a preliminar para declarar a incompetência material da justiça do trabalho, extinguindo, em consequência, o processo sem resolução do mérito (art. 485, iv, do novo código de processo civil) relativamente ao pedido de regularização das contribuições previdenciárias pertinentes ao vínculo empregatício. acolho a jornada de trabalho declinada na exordial, no que foi confirmado pelas testemunhas. defiro o pedido de pagamento de horas extras, assim consideradas aquelas excedentes da oitava hora diária, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. defiro o pedido de pagamento do intervalo intrajornada, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos, tendo em vista que a alteração do art. 41 da clt e sua redação atual, dada pela chamada reforma trabalhista, em sentido contrário, não pode ser aplicada a contratos já em vigor antes do início da sua vigência, quando resultar em perdas de direitos já adicionados ao contrato de trabalho. defiro o pedido de pagamento da diferença do repouso semanal remunerado em face das horas extras, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. defiro o pedido de pagamento de indenização por dano moral, arbitrada no valor de r$ 10.000,00 (dez mil reais). defiro o pedido de pagamento de um adicional salarial, abitrado no percentual de 15% (quinze por cento) sobre o salário mensal do reclamante, a título de acúmulo de funções, diferenças salariais, integração salarial e diferenças reflexas de aviso prévio, 13º salário, férias com o terço constitucional, repouso semanal remunerado e indenização equivalente aos depósitos em conta vinculada ao fgts mais a multa de 40% sobre o total dos depósitos. condeno as reclamadas a pagarem ao advogado do reclamante honorários advocatícios à razão de 15% (quinze por cento) do valor da condenação. julgo parcialmente procedentes os pedidos formulados por thiago conceição souza, para condenar as reclamadas, original clean soluções em higienização profissional e equipamentos eirelli - epp, serviço social do comércio (sesc) - administração regional no estado da bahia, município do salvador, hospital santo amaro (fundação josé silveira), hospital da bahia s/a, empresa brasileira de infraestrutura aeroportuária - infraero e cencosud brasil comercial ltda, sendo a primeira como devedora principal e as demais (segunda, terceira, quarta, quinta, sexta e sétima) como responsáveis subsidiárias, a lhe pagarem as parcelas deferidas nos termos da fundamentação supra como se neste decisum estivesse transcrita. "
1,defiro a cumulação dos inventários da herdeira georgina fátima de oliveira. 
0,defiro o sobrestamento do feito pelo derradeiro prazo de 6 meses. 
3,"declaro a responsabilidade subsidiária da segunda reclamada pelo cumprimento da sentença, quanto às verbas contratuais ou não contratuais, por todo o vínculo. defiro os pedidos de letras ""c"", ""d"", ""e"", ""f"", ""g"" e ""h"" da inicial. defiro o pedido e a condenação da reclamada em pagamento de r$5.000,00 (cinco mil reais) a título de danos morais pelo atraso no pagamento dos salários e não pagamento das verbas rescisórias. extingo o pedido relacionado sem resolução de mérito. julgo parcialmente procedente a pretensão formulada na reclamatória trabalhista proposta por carine silva de jesus e fernanda dos santos souza, contra def telecom ltda - me, jailton santos da silva e telefonica brasil s.a,, condenando a primeira reclamada, e a terceira reclamada, subsidiariamente, no cumprimento da presente sentença, nos termos da fundamentação retro, que aqui se integra como se estivesse literalmente transcrita. "
3,nego provimento.2.2.2. nego provimento.conclusão do recurso3. 
0,"decide manter a decisão constante sob id nº bee8c52, juntamente com os fundamentos lá citados, a qual determina a reintegração da parte reclamante na empresa reclamada. "
0,"homologo as cláusulas supra mencionadas para que produza seus jurídicos e legais efeitos nos termos do artigo 89 e seus parágrafos da lei 9.099/95, conferindo em favor da vítima título executivo, via de consequência suspendo o processo pelo prazo de dois anos, ficando estipuladas as condições acima descritas. "
2,julgado procedente o pedido 
2,"acolho in totum o pedido de liberdade provisória formulado pelo ilustre advogado, cujas razões vão às fls. 52 e 53, no que foi secundado pelo ilustre promotor, e defiro ao acusado o benefício da liberdade provisória, saindo ele já compromissado a não mudar-se de endereço sem informar a este juízo e a comparecer a todos os demais atos processuais, determinando a imediata expedição do alvará de soltura, clausulado. "
0,"decide este juízo acolher em parte o pleito do reclamante para reconhecer a perda salarial do reclamante a título de remuneração variável conforme acima, mas negar o pedido de integração de qualquer valor no complexo remuneratório, entendendo que o ressarcimento somente pode ocorrer a título de dano material, o que não foi pedido nesta demanda. decide a mm. 9ª vara do trabalho de fortaleza, por, no mérito, julgar a presente reclamatória trabalhista apresentada, parcialmente procedente, de forma a condenar reclamada brf - brasil foods s.a. "
1,"defiro o sobrestamento do feito pelo prazo de 30 dias, conforme requerido. "
3,"julgo improcedentes os pedidos, extinguindo o processo com o julgamento do mérito, nos termos do artigo 487, inciso i, do código de processo civil. condeno os autores no pagamento da verba honorária em favor dos réus, que fixo, forte no parágrafo 2º do art. 85 do cpc, em 10% sobre o valor atribuído à causa, devidamente atualizado. "
3,"julgo extinta a presente execução fiscal, sem qualquer ônus para as partes. "
1,"defiro o requerido e determino o desbloqueio on line do valor indicado a fls. 252, conforme documento em anexo. "
1,"julgo extinto o processo sem resolução do mérito quanto ao pedido da alínea ""f"" da exordial. acolho os pedidos de pagamento: i) do saldo de salários do mês de dezembro de 2017 ii) do aviso prévio indenizado e suas projeções iii) das férias vencidas (de 2015/2016) e proporcionais, ambas acrescidas do terço constitucional iv) do 13º salário integral de 2016, e proporcional de 2015 e de 2017 v) do fgts. acolho o pedido, deferindo a ele o adicional em questão, cuja base é o seu salário-base. defiro o pleito. condeno a reclamada ao pagamento dos honorários advocatícios da parte contrária no percentual de 15 % (quinze por cento), calculados sobre o valor que resultar da liquidação da sentença. declaro que a presente decisão não viola os dispositivos legais mencionados pelas partes. julgo extinto o processo sem resolução do mérito quanto ao pedido da alínea ""f"" da exordial e, no mérito, acolho em parteos pedidos da reclamação trabalhista que adonias dias augusto move em face de restaurante e churrascaria bom sabor, para condenar o réu, em 08 (oito) dias após o trânsito em julgado, a cumprir as obrigações estampadas na fundamentação, que passa a integrar este dispositivo. "
1,"homologo o projeto de sentença proferido acima, na forma do artigo 40 da lei 9099/95. "
1,"julgo extinto o processo sem resolução do mérito, nos termos do art. 485, inciso iii, do código de processo civil. "
0,"declaro extinta a presente ação de execução de título extrajudicial movida por pedro fernando ferreira em face de supermercado nicolau ltda e outros, com fulcro no artigo 267, inciso iii, do código de processo civil, sem o julgamento do mérito. "
1,"julgo extinto o processo sem resolução do mérito, o que faço por sentença para que surta todos os seus jurídicos e legais efeitos. "
1,extinto o processo por abandono da causa pelo autor 
3,defiro os benefícios da justiça gratuita. julgo improcedente o pedido e extingo o processo com resolução 
3,declaro encerrada a instrução. 
1,"homologo o pedido de desistência da ação formulado pela autora e julgo extinto o processo sem resolução do mérito, com fundamento no artigo 267, inciso viii, do código de processo civil. julgo procedente a ação para condenar a ré eliane aparecida aldana a pagar a rosa miquelina pottes de souza a quantia de r$ 7.260,95 ( sete mil, duzentos e sessenta reais e noventa e cinco centavos), a título de indenização pelos danos materiais, a ser corrigida monetariamente desde a propositura da ação, com a incidência de juros legais de 1% ( um por cento ) ao mês contados da citação e calculados na forma do art. 406, do código civil, c.c. julgo extinto o feito com a resolução do mérito, nos termos do art. 269, inciso i, do código de processo civil. "
3,"homologo os cálculos ofertados pela seção de cálculos e juntados aos autos, para que surtam os devidos efeitos legais e jurídicos, e fixo a condenação no importe de r$ 216.051,21 (duzentos e dezesseis mil cinquenta e um reais e vinte e um centavos), sujeita à correção monetária e juros moratórios à época do pagamento. "
0,defiro o pedido de depósito de fls. 246. 
2,nego provimento. 
0,"defiro a expedição de guia de levantamento do valor dos honorários advocatícios, nos termos do acordo formulado em fls. 345/351. "
2,"defiro a juntada do depoimento, considerando que foi prestado em 06/10/2015, momento posterior ao prazo concedido nestes autos. "
3,"defiro o requerimento do expropriante aguarde-se o desfecho do recurso especial e recurso extraordinário interposto, ante a ausência de manifestação dos expropriados. "
0,"acolho o pedido de desconsideração da personalidade jurídica da executada pacto - reformadora de pneus ltda., determinando a inclusão no polo passivo da demanda dos sócios frank luiz gandolfi, cicero jose bispo, valter luiz goncalves, eloisa tomazini goncalves, valdomiro candido baptista, eduardo cataneo e arlindo ferreira da silva. "
1,"julgo extinto o processo sem resolução do mérito, diante da inércia da parte autora. "
3,defiro o requerimento de id 04e3bf4. 
2,"julgo parcialmente procedente o pedido formulado nesta ação, resolvendo o mérito (art. 269, i, do cpc), apenas para determinar que o réu compute os períodos compreendidos entre 10/01/1986 e 08/08/1986, 09/03/1987 e 14/10/1987, 07/01/1991 e 23/07/1991, 21/06/1993 e 02/01/1994, 18/08/1994 e 14/10/1994, 20/12/1994 e 30/06/1995 e 23/01/1996 e 20/01/1997 como especiais, convertendo-os pelo fator 1.4, para fins de posterior eventual pedido de aposentadoria. "
1,defiro j.g. 
1,"julgo extinto o processo sem resolução do mérito, com fundamento no art. 485, incisos ii e iii do cpc. "
0,"julgo extinto o processo, nos termos do artigo 794, inciso ii, do código de processo civil. "
1,"defiro prazo de 10 (dez) dias para que a parte autora forneça o novo endereço da segunda ré, sob pena de sua inércia importar desistência tácita da ação quanto a essa. "
1,"julgo extinto o processo sem resolução do mérito, com fulcro no inciso iii, do artigo 485, do ncpc. "
0,defiro o pleito de fl. 145 pelo prazo de 90 (noventa) dias. 
3,"decido ainda: b) julgar parcialmente procedentes os embargos da reclamada para: b.1) adequar os cálculos em relação à base de cálculos dos reflexos das diferenças salariais deferidas em férias, conforme fundamentos b.2) adequar os cálculos para excluir a incidência do 'reflexo da diferença salarial 30% no r.s.r.' sobre o fgts, conforme fundamentos b.3) retificar o valor das custas de sucumbência, pela reclamada, conforme cálculos em anexo"" (id. decide sobre empréstimos é indeferido a pergunta: ""qual o papel do analista na concessão do crédito"", sob os protestos da patrona. defiro a oitiva, deferindo o prazo de cinco dias para a apresentação dos quesitos, a partir de hoje. defiro um plus salarial de 30% sobre o valor da remuneração do gerente geral (r$ 6.899,10), no período de setembro/2011 até outubro/2013"" e reflexos sobre, no 13º, nas férias 1/3, fgts , rsr. nego provimento. decide sobre empréstimos""(id. decide sobre empréstimo."" logo, quando declara que "" que não sabe dizer se o reclamante tinha alçada de crédito como gerente geral"", restou claro que a testemunha não tem como afirmar que houve acúmulo de funções pelo reclamante, até porque também não trabalhou com ele nas mesmas agências. nego provimento ao recurso ordinário do reclamado dou parcial provimento ao recurso do reclamante para, ao reformar, em parte, a r. "
2,"julgo procedente o pedido para determinar a retificação da descrição do imóvel objeto da matrícula nº 6.526 do cartório de registro de imóvel local, para constar aquela proposta no memorial descritivo de fls. 549/552 e levantamento planimétrico de fls. 548. "
3,"julgo improcedentes os embargos à execução, julgando extinto o processo com resolução de mérito, na forma do art. 487, i do cpc. "
3,"defiro o pedido do reclamante, porquanto comprovada a impossibilidade de comparecimento de suas advogadas. "
3,homologo os cálculos anexados com a certidão de id 4240c82. 
2,acolho a contradita suscitada pelas reclamadas. 
2,"julgo parcialmente procedente a presente impugnação à sentença de liquidação, nos termos da fundamentação supra. "
0,defiro o pedido. 
1,"julgo extinto o processo sem resolução do mérito, nos termos do art. 267, vi, do código de processo civil. condeno a parte autora no pagamento das despesas processuais e honorários de advogado de dez por cento do valor da causa.transitada em julgado esta decisão, arquivem-se os autos com as cautelas de praxe.publique-se. "
3,".defiro a suspensão requerida às fls. 65vº, pelo prazo de 120 dias. "
2,"defiro o pedido de parcelamento da dívida formulado pelo executado, que deverá pagar o saldo remanescente, em até 6 (seis) parcelas iguais, na forma prevista no art. 916 do ncpc. "
1,"julgo extinto o processo sem resolução do mérito por ilegitimidade passiva quanto ao pedido de repetição de indébito do período de 03/2007 a 02/2008 e parcialmente procedentes os demais pedidos formulados por maria silva em face do instituto nacional do seguro social inss. condeno o réu ao pagamento, em favor da autora, do benefício auxílio-doença acidentário, espécie 91, a partir do 16º dia da data do acidente até 14/08/2006, de 31/08/2007 a 31/10/2008 e de 21/11/2009 a 28/01/2010, devendo as parcelas vencidas deverão ser acrescidas de correção monetária, calculadas a partir de cada um dos vencimentos, e de juros de mora a contar da citação, observados os critérios previstos na lei 11.960/09. condeno o réu, ainda, a efetuar o pagamento, em favor da autora, dos valores correspondentes às diferenças entre o benefício auxílio-doença, espécie 31, e o benefício auxílio-doença, espécie 91, do período compreendido entre 09/03/2010 a 16/04/2010, monetariamente acrescidas de correção monetária, calculadas a partir de cada um dos vencimentos, e de juros de mora a contar da citação, observados os critérios previstos na lei 11.960/09. condeno o réu, outrossim, ao pagamento, em favor da autora, do benefício auxílio-acidente, na proporção de 50% do salário de benefício, nos termos do artigo 86, parágrafo 1º. condeno o réu, ainda, ao pagamento de honorários advocatícios equivalentes a 15% do valor da condenação, incidente sobre as parcelas devidas até a data da prolação da sentença (art. 20, § 3º do código de processo civil e súmula 111 do superior tribunal de justiça). "
2,homologo os cálculos elaborados pelo expert de id. 3ccecde. 
3,homologo os cálculos de liquidação confeccionados pelo sr. 
3,"acolho parcialmente o requerimento do autor, porquanto a certidão id 2c83e12 já consignou a data de provisão dos fundos do respectivo bloqueio. "
2,"defiro à reclamante a dilação do prazo por 30 dias, conforme requerido. "
3,"acolho o pedido autoral, proceda-se à tentativa de constrição de valores por meio do bacenjud. "
0,"homologo para que surta seus regulares efeitos, a conta de liquidação de fls. 424/426. "
1,defiro liminarmente a medida. 
3,defiro o prazo pleiteado pela defesa. 
3,julgo improcedente a presente impugnação. 
2,"julgo parcialmente procedente a impugnação aos cálculos apresentada pelo reclamado banco do brasil s/a, devendo o setor de cálculos apresentar nova planilha de cálculos, nos termos da fundamentação supra. "
0,nego provimento à apelação da fazenda nacional e à remessa oficial. 
1,embargos de declaração acolhidos 
1,"julgo extinto o processo sem resolução do mérito, o que faço por sentença para que surta todos os seus jurídicos e legais efeitos. "
1,embargos de declaração acolhidos 
3,"declaro inepta a petição inicial com relação ao pedido acima indicado, e, em consequência, extingo-o sem resolução meritória. julgo improcedente o pleito de horas extras e repercussões. julgo procedente em parte a postulação de anderson augusto da silva moraes em face de fedex brasil logistica e transporte ltda para condenar a reclamada nas seguintes obrigações: a) com fulcro no art. 39 da clt, após intimada a tal fim, a proceder às anotações na ctps do reclamante, consoante as diretrizes fixadas no item 2.1 acima, sob pena do pagamento de multa de 1/30 do salário mínimo, por dia de atraso, limitada a r$ 954,00 (novecentos e cinquenta e quatro reais), ficando desde já a secretaria da vara autorizada a fazê-lo, após trinta dias de inércia da reclamada b) a pagar, no prazo de 48 horas após a liquidação do julgado, os títulos a seguir: i. "
0,"homologo a desistência apresentada pela fazenda nacional e, em consequência, julgo extinta a presente execução, com fundamento no artigo 26, da lei 6830/80. "
0,"nego seguimento ao agravo (art. 544,§ 4º, inc. "
2,"homologo os cálculos constantes da planilha de id 4864266, fixando a condenação total no valor de r$ 267.993,47, atualizado até 31/07/18. homologo os cálculos apresentados pela secretaria, consoante planilha de id 4864266, fixando a condenação total no valor de r$ 267.993,47, atualizado até 31/07/18. "
2,"julgo improcedentes os embargos à execução opostos por clube nautico capibaribe, nos termos da fundamentação supra, que passa a integrar a presente conclusão como se aqui estivesse transcrita. "
2,"julgo procedente o pedido inicial para:a ) deferir, nesta ação de divisão proposta por alcides volpato, amélia bianco volpato, pedro mário volpato e aparecida bonato volpato em face de joão carlos ceribelli, irene moreira ceribelli, gilza carla ceribelli talarico e dr. "
1,"julgo extinto o processo, sem resolução do mérito, nos termos do art. 485, viii do cpc. "
1,"julgo extinto o processo sem resolução do mérito nos termos do artigo 267, vi, do código de processo civil. "
1,"julgo extinto o processo sem resolução do mérito , diante da inércia da parte autora.cumpra a secretaria judicial com os demais atos de ofício, inclusive, expedindo ofício, se for a hipótese. "
3,julgo improcedente o pedido de indenização por dano moral. julgo improcedente a reclamação trabalhista ajuizada por francisco pires gomes em face de empresa brasileira de correios e telegrafos para absolver a reclamada de qualquer condenação pelas verbas pleiteadas. 
1,"julgo extinto o processo sem resolução do mérito, o que faço com fundamento nos arts. 267, xi c.c. "
1,defiro a suspensão requerida pelo exequente. 
0,defiro o pedido de fls. 766. 
0,defiro a prioridade na tramitação. 
2,"julgo procedente a ação movida por daniel paes de oliveira em face de elektro eletricidade e serviços s/a para determinar o cancelamento da cobrança referente ao consumo de energia elétrica relativa ao mês de janeiro/14 da unidade consumidora do autor, revisando-a para o valor da média consumida nos doze meses anteriores a mesma. "
1,homologada a transação 
3,"acolho os cartões de ponto como hábeis à prova da jornada. julgo improcedente o pedido de pagamento de horas extra. julgo improcedente o pedido dedobra dos domingos e feriados. julgo improcedenteo pedido de 15 minutos de intervalo como hora extra. declaro que o não fornecimento de lanche pelo empregador resulta na obrigação de indenizar o empregado em quantia equivalente ao benefício, inteligência do art. 186 do cc. julgo procedente o pedido ao tempo em que fixo o valor em r$7,00 para cada dia que a reclamante prestou hora extra em limite superior a 1 hora e 30 minutos(conforme norma coletiva e seus períodos de vigência). julgo procedenteo pedido e fixo em r$5.000,00 a indenização pelos danos morais decorrentes da prática ilícita. julgo improcedenteo pedido. 10. defiro a justiça gratuita. 12. julgo a presente reclamação trabalhista procedente em parte, para condenar a reclamada a pagar ao reclamante, em oito dias, as parcelas deferidas na fundamentação, que fazem parte integrante do decisum como se aqui estivessem transcritas, tudo com juros e correções monetárias. "
2,"defiro o sobrestamento do feito pelo prazo de 30 (trinta) dias para o síndico apresentar o quadro geral de credores e o relatório final dos atos de administração da massa falida, conforme requerido. "
0,homologo os cálculos de liquidação (id de50aa4). 
3,"julgo procedentes em parte os embargos de declaração, para prestar os esclarecimentos, conforme a fundamentação supra, sem efeito modificativo. "
1,"julgo extinto o processo sem resolução do mérito, com fundamento no artigo 267, inciso iii, do código de processo civil. "
0,defiro o quanto requerido às fls. 222. 
1,nego provimento aos embargos de declaração do terceiro executado. 
0,"defiro o requerimento de fls. 571 ii - atenda-se, na forma requerida. "
2,"julgo procedente a denúncia para o fim de condenar os acusados esvanore paulino da silva, dourival sena ferreira e josé alexandre da silva bento como incursos nas sanções do art. 157, § 2º, i e ii, do cpb, c/c art. 14, ii, do cpb. nego ao réu esvanore o direito de apelar em liberdade, porquanto entendo ainda presente a necessidade de segregação, em garantia da ordem pública e para garantir a aplicação da lei penal. condeno os réus a pagar as custas do processo (art. 804 do cpp). "
3,declaro saneado. defiro a produção de prova documental suplementar pela parte ré. 
3,julgo improcedente esta ação. 
1,extinto o processo por desistência 
1,"julgo extinta a presente execução pela satisfação da obrigação com fundamento no art. 924, inc. "
1,"julgo extinto o processo sem resolução de mérito, nos termos do art. 485, iii do cpc. "
3,julgo improcedentes os presentes embargos de declaração. 
3,"declaro líquida a condenação no importe de r$ 15.485,56 (quinze mil, quatrocentos e oitenta e cinco reais e cinquenta e seis centavos), atualizado até o dia 14/02/2019, compreendendo o principal e os acessórios, nos seguintes termos: crédito do(a) autor(a): r$ 11.477,01 honorários advocatícios: r$ 1.147,70 honorários periciais: r$ 2.000,00 inss (cota reclamado(a)): r$ 559,37 custas processuais: t o t a l: r$ r$ 301,48 15.485,56 o montante devido deverá ser atualizado até a data do efetivo pagamento, contando-se juros de mora, na forma da lei. "
1,extinto o processo por abandono da causa pelo autor 
1,extinto o processo por abandono da causa pelo autor 
1,"defiro a liminar pleiteada, com base no art. 3º do decreto-lei nº 911/69. "
3,"julgo improcedente a exceção de pré-executividade. decide este juízo rejeitar a exceção de pré-executividade apresentada por caetano, carvalho e loureiro ltda - epp em face de celia lucia silva do nascimento. "
3,"acolho a manifestação da parte exeqüente e, por conseqüência, indefiro a nomeação de bens às fls.179/180. "
2,"defiro a gratuidade. defiro o pedido de antecipação de tutela, para determinar ao réu que providencie o imediato restabelecimento do fornecimento de energia elétrica à unidade consumidora do autor, adotando as providências que se fizerem necessárias, incluindo a troca e instalação do relógio medidor: prazo de 24 horas, pena de desobediência e multa diária de r$ 1.000,00. "
2,defiro o pedido de fls. 439/441. 
3,"julgo improcedente o pedido contido na inicial, por não preencher a autora os requisitos do artigo 203, inciso v, da constituição federal, c.c. "
